SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,
+159s,4.096,8,10,protocol,7.5,220,1147,5.21364,220,220,1,0.921389,0.77561,0.561837,0.426273,0.361364,0.311459,0.311459,0.311459,0.311459,0.487762,10
+160s,4.096,8,10,protocol,7.5,230,1078,4.68696,232,230,0.991379,0.934545,0.757353,0.527304,0.392381,0.332258,0.280399,0.280399,0.280399,0.280399,0.487536,10
+161s,4.096,8,10,protocol,7.5,230,1041,4.52609,264,258,0.977273,0.917625,0.659379,0.473554,0.367308,0.304463,0.252868,0.252868,0.252868,0.252868,0.487349,10
+162s,4.096,8,10,protocol,7.5,230,1051,4.56957,280,276,0.985714,0.957831,0.620873,0.470161,0.372286,0.314795,0.249358,0.249358,0.249358,0.249358,0.48714,10
+163s,4.096,8,10,protocol,7.5,230,1024,4.45217,292,289,0.989726,0.936,0.577244,0.44525,0.354487,0.297953,0.233333,0.233333,0.233333,0.233333,0.486962,10
+164s,4.096,8,10,protocol,7.5,230,1014,4.4087,292,287,0.982877,0.946215,0.6174,0.465981,0.374682,0.313966,0.254758,0.254758,0.254758,0.254758,0.486829,10
+165s,4.096,8,10,protocol,7.5,230,1066,4.63478,270,265,0.981481,0.944649,0.661957,0.483333,0.372249,0.313918,0.260034,0.260034,0.260034,0.260034,0.486637,10
+166s,4.096,8,10,protocol,7.5,230,977,4.24783,276,274,0.992754,0.928044,0.632321,0.47553,0.359433,0.29504,0.251618,0.251618,0.251618,0.251618,0.488375,10
+167s,4.096,8,10,protocol,7.5,230,963,4.18696,300,291,0.97,0.937037,0.626866,0.486755,0.358537,0.295181,0.260177,0.260177,0.260177,0.260177,0.487668,10
+168s,4.096,8,10,protocol,7.5,240,1123,4.67917,374,367,0.981283,0.937086,0.64375,0.520954,0.389309,0.333796,0.282524,0.282524,0.282524,0.282524,0.486933,10
+169s,3.072,6,10,protocol,7.5,240,1182,4.925,400,399,0.9975,0.952239,0.689748,0.571109,0.40411,0.350869,0.299609,0.299609,0.299609,0.299609,0.486323,10
+170s,2.048,4,10,protocol,7.5,240,1158,4.825,414,406,0.980676,0.960114,0.669912,0.550946,0.401805,0.342844,0.294782,0.294782,0.294782,0.294782,0.486112,10
+171s,2.048,4,10,protocol,7.5,240,1092,4.55,444,432,0.972973,0.922222,0.656716,0.506111,0.373277,0.319564,0.272868,0.272868,0.272868,0.272868,0.48676,10
+172s,2.048,4,10,protocol,7.5,240,1172,4.88333,496,494,0.995968,0.940341,0.695446,0.514747,0.401864,0.336547,0.283669,0.283669,0.283669,0.283669,0.488515,10
+173s,2.048,4,10,protocol,7.5,240,1177,4.90417,518,513,0.990347,0.957101,0.750501,0.512312,0.417969,0.352305,0.29593,0.29593,0.29593,0.29593,0.489966,10
+174s,2.048,4,10,protocol,7.5,240,1192,4.96667,508,499,0.982283,0.963359,0.76004,0.522069,0.426719,0.360476,0.303772,0.303772,0.303772,0.303772,0.489689,10
+175s,2.048,4,10,protocol,7.5,240,1156,4.81667,468,459,0.980769,0.974006,0.753024,0.514463,0.419663,0.35948,0.305022,0.305022,0.305022,0.305022,0.489311,10
+176s,2.048,4,10,protocol,7.5,240,1159,4.82917,422,420,0.995261,0.960843,0.753,0.520747,0.427355,0.36412,0.315327,0.315327,0.315327,0.315327,0.48885,10
+177s,2.048,4,10,protocol,7.5,240,1129,4.70417,374,362,0.967914,0.902736,0.678063,0.514409,0.401124,0.345595,0.306044,0.306044,0.306044,0.306044,0.488397,10
+178s,2.048,4,10,protocol,7.5,240,1219,5.07917,346,338,0.976879,0.944109,0.725775,0.560629,0.431452,0.363592,0.320359,0.320359,0.320359,0.320359,0.48799,10
+179s,2.048,4,10,protocol,7.5,240,1163,4.84583,316,311,0.984177,0.914826,0.740964,0.544248,0.43617,0.358252,0.31701,0.31701,0.31701,0.31701,0.487514,10
+180s,2.048,4,10,protocol,7.5,240,1212,5.05,294,293,0.996599,0.933871,0.755144,0.539706,0.441106,0.355276,0.315563,0.315563,0.315563,0.315563,0.487014,10
+181s,4.096,8,10,protocol,7.5,240,1183,4.92917,314,312,0.993631,0.941935,0.740125,0.529762,0.455826,0.341979,0.300169,0.300169,0.300169,0.300169,0.489391,10
+182s,4.096,8,10,protocol,7.5,240,1100,4.58333,340,335,0.985294,0.950704,0.684435,0.489329,0.436141,0.310295,0.272727,0.272727,0.272727,0.272727,0.490321,10
+183s,4.096,8,10,protocol,7.5,240,1014,4.225,356,350,0.983146,0.974708,0.61588,0.445652,0.394231,0.284158,0.242399,0.242399,0.242399,0.242399,0.491226,10
+184s,4.096,8,10,protocol,7.5,240,945,3.9375,428,424,0.990654,0.992,0.613475,0.405469,0.355967,0.258724,0.220851,0.220851,0.220851,0.220851,0.492166,10
+185s,4.096,8,10,protocol,7.5,240,953,3.97083,440,440,1,1,0.617284,0.390625,0.338753,0.25025,0.215332,0.215332,0.215332,0.215332,0.49335,10
+186s,4.096,8,10,protocol,7.5,240,946,3.94167,456,455,0.997807,0.998,0.690411,0.39375,0.332454,0.268657,0.218087,0.218087,0.218087,0.218087,0.494406,10
+187s,4.096,8,10,protocol,7.5,250,992,3.968,508,506,0.996063,0.996429,0.797003,0.419957,0.346975,0.29771,0.236459,0.236459,0.236459,0.236459,0.495599,10
+188s,4.096,8,10,protocol,7.5,280,1225,4.375,580,580,1,0.985215,0.893617,0.514076,0.40856,0.352645,0.285714,0.285714,0.285714,0.285714,0.496272,10
+189s,4.096,8,10,protocol,7.5,280,1245,4.44643,578,574,0.99308,0.990278,0.932462,0.525476,0.3974,0.351684,0.287248,0.287248,0.287248,0.287248,0.496937,10
+190s,4.096,8,10,protocol,7.5,280,1153,4.11786,584,584,1,0.997268,0.852495,0.469534,0.36055,0.323457,0.262613,0.262613,0.262613,0.262613,0.496043,10
+191s,4.096,8,10,protocol,7.5,280,1163,4.15357,516,516,1,0.988,0.801636,0.466112,0.359633,0.314354,0.269601,0.269601,0.269601,0.269601,0.495168,10
+192s,4.096,8,10,protocol,7.5,280,1135,4.05357,500,496,0.992,0.976839,0.762,0.461818,0.352778,0.30071,0.257519,0.257519,0.257519,0.257519,0.494292,10
+193s,4.096,8,10,protocol,7.5,280,1129,4.03214,476,473,0.993697,0.973404,0.764471,0.459784,0.356279,0.296899,0.252639,0.252639,0.252639,0.252639,0.493437,10
+194s,4.096,8,10,protocol,7.5,280,1080,3.85714,440,438,0.995455,0.965084,0.732759,0.448944,0.357477,0.292655,0.253311,0.253311,0.253311,0.253311,0.492599,10
+195s,4.096,8,10,protocol,7.5,280,1107,3.95357,440,440,1,0.960598,0.676417,0.420455,0.347744,0.28212,0.243261,0.243261,0.243261,0.243261,0.491767,10
+196s,4.096,8,10,protocol,7.5,280,1103,3.93929,440,440,1,0.932,0.683579,0.415825,0.349858,0.280045,0.244554,0.244554,0.244554,0.244554,0.49332,10
+197s,4.096,8,10,protocol,7.5,280,1106,3.95,448,448,1,0.942935,0.723384,0.420442,0.353953,0.280812,0.250659,0.250659,0.250659,0.250659,0.493666,10
+198s,4.096,8,10,protocol,7.5,280,1096,3.91429,472,470,0.995763,0.920918,0.677936,0.418681,0.358757,0.278917,0.252485,0.252485,0.252485,0.252485,0.493984,10
+199s,4.096,8,10,protocol,7.5,280,1225,4.375,484,484,1,0.969974,0.715398,0.447027,0.39381,0.301825,0.272937,0.272937,0.272937,0.272937,0.49437,10
+200s,4.096,8,10,protocol,7.5,280,1250,4.46429,530,530,1,0.978426,0.758261,0.479121,0.40939,0.327327,0.284224,0.284224,0.284224,0.284224,0.494812,10
+201s,4.096,8,10,protocol,7.5,280,1243,4.43929,568,568,1,0.974138,0.755155,0.49605,0.405443,0.328967,0.282819,0.282819,0.282819,0.282819,0.495209,10
+202s,4.096,8,10,protocol,7.5,280,1262,4.50714,624,617,0.988782,0.973366,0.756667,0.524249,0.407907,0.335551,0.292903,0.292903,0.292903,0.292903,0.49569,10
+203s,4.096,8,10,protocol,7.5,280,1289,4.60357,640,639,0.998437,0.994076,0.784446,0.537037,0.407733,0.343704,0.300129,0.300129,0.300129,0.300129,0.496122,10
+204s,4.096,8,10,protocol,7.5,280,1266,4.52143,642,634,0.987539,0.971526,0.771115,0.516111,0.392519,0.338148,0.302518,0.302518,0.302518,0.302518,0.496526,10
+205s,4.096,8,10,protocol,7.5,280,1298,4.63571,682,677,0.992669,0.976351,0.749172,0.508999,0.376456,0.337939,0.307823,0.307823,0.307823,0.307823,0.49684,10
+206s,4.096,8,10,protocol,7.5,280,1299,4.63929,681,681,1,0.991111,0.747549,0.501095,0.383487,0.341163,0.315517,0.315517,0.315517,0.315517,0.497106,10
+207s,4.096,8,10,protocol,7.5,280,1276,4.55714,672,665,0.989583,0.976035,0.729858,0.497845,0.388562,0.34947,0.316655,0.316655,0.316655,0.316655,0.497373,10
+208s,4.096,8,10,protocol,7.5,280,1390,4.96429,632,632,1,0.983854,0.780952,0.529032,0.413098,0.376435,0.336986,0.336986,0.336986,0.336986,0.497607,10
+209s,5.632,11,10,protocol,7.5,290,1389,4.78966,646,635,0.982972,0.956697,0.757296,0.528403,0.418151,0.381284,0.328229,0.328229,0.328229,0.328229,0.497766,10
+210s,6.144,12,10,protocol,7.5,290,1382,4.76552,626,623,0.995208,0.957341,0.733776,0.527013,0.428879,0.385659,0.325376,0.325376,0.325376,0.325376,0.497858,10
+211s,6.144,12,10,protocol,7.5,290,1393,4.80345,640,631,0.985938,0.951904,0.735465,0.527083,0.443082,0.390131,0.332895,0.332895,0.332895,0.332895,0.500638,10
+212s,6.144,12,10,protocol,7.5,290,1438,4.95862,632,612,0.968354,0.945585,0.74177,0.527575,0.451068,0.389102,0.333772,0.333772,0.333772,0.333772,0.501882,10
+213s,6.144,12,10,protocol,7.5,290,1468,5.06207,654,652,0.996942,0.972505,0.77145,0.535421,0.453873,0.394777,0.341296,0.341296,0.341296,0.341296,0.503099,10
+214s,6.144,12,10,protocol,7.5,290,1446,4.98621,624,624,1,0.975,0.736457,0.512742,0.432502,0.374395,0.325145,0.325145,0.325145,0.325145,0.504305,10
+215s,6.144,12,10,protocol,7.5,290,1424,4.91034,618,608,0.983819,0.948238,0.719619,0.496465,0.420805,0.365699,0.321032,0.321032,0.321032,0.321032,0.505617,10
+216s,6.144,12,10,protocol,7.5,300,1449,4.83,656,653,0.995427,0.948104,0.74094,0.513966,0.427245,0.381479,0.33638,0.33638,0.33638,0.33638,0.506773,10
+217s,6.144,12,10,protocol,7.5,300,1371,4.57,660,648,0.981818,0.919287,0.686395,0.475943,0.387779,0.346735,0.30706,0.30706,0.30706,0.30706,0.507897,10
+218s,6.144,12,10,protocol,7.5,300,1339,4.46333,650,628,0.966154,0.92953,0.68821,0.456645,0.370413,0.324297,0.293993,0.293993,0.293993,0.293993,0.509074,10
+219s,6.144,12,10,protocol,7.5,300,1275,4.25,628,620,0.987261,0.921348,0.675452,0.410151,0.330752,0.299799,0.267601,0.267601,0.267601,0.267601,0.510302,10
+220s,6.144,12,10,protocol,7.5,310,1268,4.09032,600,594,0.99,0.926439,0.689069,0.399059,0.322391,0.29138,0.257877,0.257877,0.257877,0.257877,0.511492,10
+221s,6.144,12,10,protocol,7.5,310,1288,4.15484,556,546,0.982014,0.939956,0.727765,0.407007,0.324595,0.2926,0.254737,0.254737,0.254737,0.254737,0.512568,10
+222s,6.144,12,10,protocol,7.5,310,1262,4.07097,554,549,0.990975,0.95,0.721169,0.408318,0.31203,0.278015,0.243597,0.243597,0.243597,0.243597,0.513604,10
+223s,6.144,12,10,protocol,7.5,310,1278,4.12258,576,573,0.994792,0.951049,0.713492,0.397436,0.310214,0.271437,0.237203,0.237203,0.237203,0.237203,0.514625,10
+224s,6.144,12,10,protocol,7.5,310,1321,4.26129,560,560,1,0.971897,0.764331,0.421793,0.330579,0.287253,0.250784,0.250784,0.250784,0.250784,0.515607,10
+225s,6.144,12,10,protocol,7.5,310,1333,4.3,560,556,0.992857,0.956081,0.757972,0.409452,0.322772,0.274585,0.242416,0.242416,0.242416,0.242416,0.516587,10
+226s,6.144,12,10,protocol,7.5,310,1297,4.18387,608,599,0.985197,0.95122,0.7575,0.402212,0.314751,0.268776,0.233676,0.233676,0.233676,0.233676,0.518266,10
+227s,6.144,12,10,protocol,7.5,310,1282,4.13548,576,571,0.991319,0.967033,0.799828,0.425114,0.320372,0.274712,0.238107,0.238107,0.238107,0.238107,0.519042,10
+228s,6.144,12,10,protocol,7.5,310,1303,4.20323,578,574,0.99308,0.966667,0.819716,0.412054,0.313946,0.2734,0.237764,0.237764,0.237764,0.237764,0.519836,10
+229s,6.144,12,10,protocol,7.5,310,1279,4.12581,580,576,0.993103,0.962838,0.848485,0.399287,0.306325,0.265875,0.233333,0.233333,0.233333,0.233333,0.520631,10
+230s,6.144,12,10,protocol,7.5,320,1400,4.375,564,562,0.996454,0.95499,0.828947,0.415499,0.326003,0.277992,0.245077,0.245077,0.245077,0.245077,0.521512,10
+231s,6.144,12,10,protocol,7.5,320,1311,4.09687,580,579,0.998276,0.937882,0.733232,0.398839,0.31173,0.257357,0.23293,0.23293,0.23293,0.23293,0.522277,10
+232s,6.656,13,10,protocol,7.5,320,1362,4.25625,580,578,0.996552,0.957906,0.783233,0.413147,0.342244,0.27757,0.249639,0.249639,0.249639,0.249639,0.523111,10
+233s,8.192,16,10,protocol,7.5,320,1416,4.425,572,572,1,0.961378,0.835131,0.436745,0.365475,0.292499,0.257972,0.257972,0.257972,0.257972,0.523799,10
+234s,8.192,16,10,protocol,7.5,320,1445,4.51562,589,581,0.986418,0.914835,0.838124,0.461667,0.377899,0.296812,0.261198,0.261198,0.261198,0.261198,0.524456,10
+235s,8.192,16,10,protocol,7.5,320,1434,4.48125,560,559,0.998214,0.945757,0.851714,0.493523,0.385367,0.303022,0.270085,0.270085,0.270085,0.270085,0.525092,10
+236s,8.192,16,10,protocol,7.5,320,1459,4.55938,562,562,1,0.9566,0.821326,0.493934,0.378235,0.305466,0.268995,0.268995,0.268995,0.268995,0.525701,10
+237s,8.192,16,10,protocol,7.5,320,1406,4.39375,626,625,0.998403,0.953532,0.752237,0.476045,0.363848,0.288695,0.257176,0.257176,0.257176,0.257176,0.526367,10
+238s,8.192,16,10,protocol,7.5,320,1438,4.49375,640,630,0.984375,0.960653,0.76557,0.469931,0.3753,0.291267,0.255607,0.255607,0.255607,0.255607,0.526974,10
+239s,8.192,16,10,protocol,7.5,320,1385,4.32812,672,666,0.991071,0.949318,0.775106,0.447712,0.382682,0.296858,0.25764,0.25764,0.25764,0.25764,0.527583,10
+240s,8.192,16,10,protocol,7.5,320,1378,4.30625,670,652,0.973134,0.944898,0.764069,0.413995,0.37315,0.284219,0.249764,0.249764,0.249764,0.249764,0.528173,10
+241s,8.192,16,10,protocol,7.5,330,1425,4.31818,672,661,0.983631,0.920775,0.739242,0.400209,0.35459,0.289341,0.25692,0.25692,0.25692,0.25692,0.529241,10
+242s,8.192,16,10,protocol,7.5,330,1374,4.16364,644,639,0.992236,0.932432,0.700899,0.378247,0.333945,0.282243,0.243968,0.243968,0.243968,0.243968,0.528913,10
+243s,8.192,16,10,protocol,7.5,330,1415,4.28788,649,644,0.992296,0.950787,0.715009,0.394755,0.33762,0.294394,0.255661,0.255661,0.255661,0.255661,0.528576,10
+244s,8.192,16,10,protocol,7.5,330,1417,4.29394,680,670,0.985294,0.95509,0.703865,0.399505,0.337822,0.295705,0.25788,0.25788,0.25788,0.25788,0.528259,10
+245s,8.192,16,10,protocol,7.5,330,1416,4.29091,722,700,0.969529,0.95102,0.717557,0.403722,0.335714,0.296218,0.258834,0.258834,0.258834,0.258834,0.528094,10
+246s,8.192,16,10,protocol,7.5,330,1420,4.30303,748,742,0.991979,0.952199,0.727626,0.400143,0.337748,0.29573,0.261905,0.261905,0.261905,0.261905,0.527438,10
+247s,8.192,16,10,protocol,7.5,330,1453,4.40303,770,765,0.993506,0.965677,0.722503,0.397704,0.356742,0.300552,0.26831,0.26831,0.26831,0.26831,0.526744,10
+248s,8.192,16,10,protocol,7.5,330,1429,4.3303,800,792,0.99,0.966667,0.725191,0.397767,0.358491,0.304325,0.27117,0.27117,0.27117,0.27117,0.525849,10
+249s,8.192,16,10,protocol,7.5,330,1504,4.55758,808,803,0.993812,0.961606,0.734962,0.417884,0.369798,0.316685,0.281295,0.281295,0.281295,0.281295,0.524926,10
+250s,8.192,16,10,protocol,7.5,340,1631,4.79706,840,839,0.99881,0.947885,0.750832,0.458023,0.386571,0.341494,0.300266,0.300266,0.300266,0.300266,0.524022,10
+251s,11.264,22,10,protocol,7.5,370,1705,4.60811,1010,1010,1,0.956164,0.766293,0.470313,0.404352,0.35,0.297196,0.297196,0.297196,0.297196,0.52292,10
+252s,12.288,24,10,protocol,7.5,370,1740,4.7027,1032,1023,0.991279,0.936931,0.759596,0.47,0.406706,0.347184,0.294095,0.294095,0.294095,0.294095,0.52177,10
+253s,12.288,24,10,protocol,7.5,370,1753,4.73784,1060,1050,0.990566,0.942623,0.777778,0.48125,0.413312,0.350638,0.299378,0.299378,0.299378,0.299378,0.520594,10
+254s,12.288,24,10,protocol,7.5,370,1767,4.77568,1016,1014,0.998031,0.926115,0.769809,0.478491,0.418484,0.342176,0.297481,0.297481,0.297481,0.297481,0.519448,10
+255s,12.288,24,10,protocol,7.5,370,1791,4.84054,1012,1009,0.997036,0.951204,0.7875,0.505456,0.425216,0.346306,0.306361,0.306361,0.306361,0.306361,0.518282,10
+256s,12.288,24,10,protocol,7.5,370,1728,4.67027,980,957,0.976531,0.910188,0.735933,0.465646,0.395911,0.324978,0.291781,0.291781,0.291781,0.291781,0.518128,10
+257s,12.288,24,10,protocol,7.5,370,1722,4.65405,945,942,0.996825,0.956067,0.719943,0.465166,0.386131,0.328329,0.296347,0.296347,0.296347,0.296347,0.517394,10
+258s,12.288,24,10,protocol,7.5,370,1637,4.42432,906,895,0.987859,0.946676,0.676499,0.434331,0.362755,0.31116,0.281696,0.281696,0.281696,0.281696,0.517049,10
+259s,12.288,24,10,protocol,7.5,370,1623,4.38649,964,954,0.989627,0.937762,0.664129,0.421498,0.358869,0.306948,0.27578,0.27578,0.27578,0.27578,0.516719,10
+260s,12.288,24,10,protocol,7.5,370,1597,4.31622,1018,1015,0.997053,0.929395,0.688064,0.399767,0.340785,0.301009,0.26976,0.26976,0.26976,0.26976,0.516476,10
+261s,12.288,24,10,protocol,7.5,370,1707,4.61351,940,935,0.994681,0.961144,0.735086,0.421205,0.350869,0.31595,0.287636,0.287636,0.287636,0.287636,0.516173,10
+262s,12.288,24,10,protocol,7.5,370,1604,4.33514,934,930,0.995717,0.917143,0.697896,0.400979,0.336962,0.302563,0.272763,0.272763,0.272763,0.272763,0.515942,10
+263s,12.288,24,10,protocol,7.5,370,1605,4.33784,928,920,0.991379,0.922222,0.675662,0.402867,0.333656,0.297408,0.269156,0.269156,0.269156,0.269156,0.515714,10
+264s,12.288,24,10,protocol,7.5,370,1658,4.48108,920,913,0.992391,0.92862,0.70534,0.430391,0.351136,0.307448,0.279961,0.279961,0.279961,0.279961,0.515417,10
+265s,12.288,24,10,protocol,7.5,370,1702,4.6,950,947,0.996842,0.928762,0.730244,0.433913,0.363526,0.317027,0.285469,0.285469,0.285469,0.285469,0.515103,10
+266s,12.288,24,10,protocol,7.5,370,1716,4.63784,1002,974,0.972056,0.926546,0.729187,0.424943,0.366028,0.315066,0.28052,0.28052,0.28052,0.28052,0.514756,10
+267s,12.288,24,10,protocol,7.5,380,1844,4.85263,1024,1015,0.991211,0.924412,0.738075,0.451459,0.390546,0.341973,0.299016,0.299016,0.299016,0.299016,0.514384,10
+268s,12.288,24,10,protocol,7.5,380,1900,5,1058,1051,0.993384,0.942375,0.770079,0.470604,0.393727,0.350824,0.30614,0.30614,0.30614,0.30614,0.514022,10
+269s,12.288,24,10,protocol,7.5,380,1858,4.88947,1084,1063,0.980627,0.938389,0.761566,0.467504,0.396847,0.345161,0.300351,0.300351,0.300351,0.300351,0.513645,10
+270s,12.288,24,10,protocol,7.5,380,1848,4.86316,1141,1102,0.965819,0.934195,0.744764,0.461351,0.406719,0.347234,0.299579,0.299579,0.299579,0.299579,0.51326,10
+271s,11.264,22,10,protocol,7.5,380,1806,4.75263,1238,1175,0.949111,0.909624,0.707338,0.440723,0.394386,0.330279,0.295438,0.295438,0.295438,0.295438,0.514357,10
+272s,10.24,20,10,protocol,7.5,390,1903,4.87949,1300,1258,0.967692,0.917421,0.693793,0.446311,0.404814,0.344808,0.3143,0.3143,0.3143,0.3143,0.5148,10
+273s,10.24,20,10,protocol,7.5,390,1809,4.63846,1346,1271,0.944279,0.914286,0.651685,0.42192,0.380994,0.324324,0.301664,0.301664,0.301664,0.301664,0.515043,10
+274s,10.24,20,10,protocol,7.5,390,1839,4.71538,1374,1327,0.965793,0.938654,0.668556,0.428329,0.387769,0.325303,0.305527,0.305527,0.305527,0.305527,0.514816,10
+275s,10.24,20,10,protocol,7.5,390,1897,4.8641,1364,1357,0.994868,0.958602,0.681208,0.440878,0.396312,0.342905,0.315871,0.315871,0.315871,0.315871,0.514679,10
+276s,10.24,20,10,protocol,7.5,390,1894,4.85641,1372,1345,0.980321,0.948387,0.67083,0.44085,0.395067,0.347677,0.315917,0.315917,0.315917,0.315917,0.514483,10
+277s,10.24,20,10,protocol,7.5,390,1867,4.78718,1374,1264,0.919942,0.9,0.639303,0.428333,0.38539,0.345962,0.312326,0.312326,0.312326,0.312326,0.514295,10
+278s,10.24,20,10,protocol,7.5,390,2017,5.17179,1380,1337,0.968841,0.951064,0.692582,0.463706,0.410397,0.371319,0.340343,0.340343,0.340343,0.340343,0.514071,10
+279s,10.24,20,10,protocol,7.5,390,1987,5.09487,1372,1319,0.96137,0.918933,0.680299,0.459304,0.408586,0.368593,0.340755,0.340755,0.340755,0.340755,0.513873,10
+280s,10.24,20,10,protocol,7.5,390,2028,5.2,1386,1369,0.987734,0.9345,0.697716,0.468825,0.418988,0.377705,0.352506,0.352506,0.352506,0.352506,0.513643,10
+281s,10.24,20,10,protocol,7.5,390,1989,5.1,1400,1336,0.954286,0.895349,0.67956,0.460337,0.414682,0.37098,0.346481,0.346481,0.346481,0.346481,0.513402,10
+282s,10.24,20,10,protocol,7.5,400,2136,5.34,1560,1512,0.969231,0.929888,0.715818,0.477639,0.438424,0.391927,0.369039,0.369039,0.369039,0.369039,0.513161,10
+283s,10.24,20,10,protocol,7.5,400,2214,5.535,1631,1604,0.983446,0.950673,0.744452,0.491563,0.452298,0.406985,0.381988,0.381988,0.381988,0.381988,0.512899,10
+284s,10.24,20,10,protocol,7.5,400,2139,5.3475,1620,1535,0.947531,0.911583,0.72166,0.475333,0.431598,0.39291,0.367147,0.367147,0.367147,0.367147,0.512636,10
+285s,10.24,20,10,protocol,7.5,400,2270,5.675,1571,1554,0.989179,0.952838,0.766892,0.504444,0.447555,0.414991,0.383576,0.383576,0.383576,0.383576,0.512363,10
+286s,10.24,20,10,protocol,7.5,400,2200,5.5,1512,1453,0.960979,0.917021,0.743997,0.48976,0.435989,0.399274,0.372629,0.372629,0.372629,0.372629,0.512846,10
+287s,10.24,20,10,protocol,7.5,400,2272,5.68,1590,1570,0.987421,0.943555,0.771215,0.511481,0.453493,0.41085,0.385215,0.385215,0.385215,0.385215,0.512531,10
+288s,10.24,20,10,protocol,7.5,400,2268,5.67,1594,1572,0.986198,0.944538,0.782069,0.514986,0.451793,0.412664,0.385846,0.385846,0.385846,0.385846,0.512214,10
+289s,10.24,20,10,protocol,7.5,400,2238,5.595,1602,1547,0.965668,0.94087,0.804457,0.519017,0.442118,0.401075,0.380871,0.380871,0.380871,0.380871,0.511929,10
+290s,10.24,20,10,protocol,7.5,400,2283,5.7075,1618,1591,0.983313,0.953982,0.84493,0.526887,0.449941,0.411648,0.384992,0.384992,0.384992,0.384992,0.511703,10
+291s,10.24,20,10,protocol,7.5,400,2171,5.4275,1638,1594,0.973138,0.926025,0.805267,0.507006,0.427278,0.393297,0.36268,0.36268,0.36268,0.36268,0.511409,10
+292s,10.24,20,10,protocol,7.5,400,2238,5.595,1722,1688,0.980256,0.941558,0.835075,0.524859,0.441769,0.405729,0.378041,0.378041,0.378041,0.378041,0.511117,10
+293s,10.24,20,10,protocol,7.5,400,2097,5.2425,1602,1503,0.938202,0.897826,0.805919,0.477242,0.412795,0.383364,0.35633,0.35633,0.35633,0.35633,0.51083,10
+294s,10.24,20,10,protocol,7.5,400,2186,5.465,1542,1508,0.977951,0.945254,0.842065,0.497383,0.426121,0.396877,0.374443,0.374443,0.374443,0.374443,0.510528,10
+295s,10.24,20,10,protocol,7.5,400,2215,5.5375,1424,1407,0.988062,0.950972,0.867947,0.493538,0.435509,0.398955,0.377986,0.377986,0.377986,0.377986,0.510227,10
+296s,10.24,20,10,protocol,7.5,400,2171,5.4275,1366,1324,0.969253,0.939153,0.850039,0.488524,0.427531,0.38865,0.370225,0.370225,0.370225,0.370225,0.509931,10
+297s,10.24,20,10,protocol,7.5,400,2189,5.4725,1392,1391,0.999282,0.955507,0.865902,0.501374,0.435275,0.394272,0.371395,0.371395,0.371395,0.371395,0.509623,10
+298s,10.24,20,10,protocol,7.5,400,2163,5.4075,1386,1370,0.988456,0.938894,0.86141,0.494513,0.430191,0.389029,0.36661,0.36661,0.36661,0.36661,0.509317,10
+299s,10.24,20,10,protocol,7.5,400,2132,5.33,1363,1359,0.997065,0.938766,0.826998,0.48279,0.423352,0.382765,0.360135,0.360135,0.360135,0.360135,0.509011,10
+300s,10.24,20,10,protocol,7.5,400,2112,5.28,1366,1347,0.986091,0.938785,0.815444,0.480546,0.43332,0.38109,0.357602,0.357602,0.357602,0.357602,0.508702,10
,,,,,,,,,,,0.529504908,,,,,,,,,,,